StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.1,Q1.2,Q1.3,Q952,Q3.1,Q3.2,Q3.3,Q3.4,Q3.6,Q24.2,Q3.7,Q3.11,Q6,Q24.1,Q946,Q947,Q948,Q980,Q949,Q982,Q983,Q984,Q985,Q955_First Click,Q955_Last Click,Q955_Page Submit,Q955_Click Count,Q986_First Click,Q986_Last Click,Q986_Page Submit,Q986_Click Count,Q956_First Click,Q956_Last Click,Q956_Page Submit,Q956_Click Count,Q958_First Click,Q958_Last Click,Q958_Page Submit,Q958_Click Count,Q961,Q962,Q963,Q964,Q965,Q966,Q967,Q969,Q970,Q971,Q36.1,Attention,LLM,T
2025-10-14 11:49:56,2025-10-14 11:56:40,IP Address,31.53.146.191,100,403,True,2025-10-14 11:56:40,R_8StS0jZz7hiswMh,,,,,52.085,-0.2683,anonymous,EN,1,I consent,5f61023f891bb903b975dbee,"Somewhat unlikely,Extremely likely",No,Female,41,White,Yes,South East,"£40,000 - £49,999",Employed full time,High-school or lower,Conservative,Conservatives,Very interested,Every day,No,,"Television,Online news websites,TV",Daily Mail,Quite a lot,Fairly familiar,Not sure,7.709,7.709,64.583,1,,,,,,,,,,,,,Yes,Yes,Somewhat accurate,Somewhat trustworthy,High,Left-wing bias,Somewhat entertaining,Not complex,Trustworthy,Whether the topic of new influences your decisions on whether its high quality based on your political stance,I wanted to see more about the way the articles are positioned (left vs right) and their perspective on events based on that fact alone,,,C
2025-10-14 11:41:16,2025-10-14 11:57:04,IP Address,2.223.36.28,100,948,True,2025-10-14 11:57:06,R_8E8rL5eu1RoJR05,,,,,52.2123,0.1516,anonymous,EN,1,I consent,56b6e2fcf2fc70000c32f9d5,"Somewhat unlikely,Extremely likely",No,Female,50,White,Yes,East of England,"£20,000 - £29,999",Employed full time,University or higher,Liberal,Labour,Interested,Every day,No,,Online news websites,"The Guardian,Daily Mail,BBC News",Somewhat,Fairly familiar,No,0,0,89.68,0,,,,,,,,,,,,,Yes,Yes,Somewhat accurate,Somewhat trustworthy,Medium,Left-wing bias,Not entertaining,Somewhat complex,Somewhat trustworthy,Trusting what we are told in media and whether AI can convince us of events,I was curious to find out what it was like but think it will be AI due to the nature of the study,,,C
2025-10-14 11:38:19,2025-10-14 11:57:30,IP Address,86.191.30.72,100,1150,True,2025-10-14 11:57:31,R_2HUfmrLZkRQJ3pr,,,,,54.3281,-5.7153,anonymous,EN,1,I consent,5f4a9eb861da210d3496cb34,"Somewhat unlikely,Extremely likely",No,Female,62,White,Yes,Northern Ireland,"£40,000 - £49,999",Employed part time,University or higher,Neither liberal nor conservative,Liberal Democrats,Interested,Every day,No,,"Television,Online news websites,Social media,TV,Newspapers","The Guardian,Sunday Mail,Daily Mail,BBC News",Quite a lot,Somewhat familiar,Not sure,,,,,,,,,0,0,87.671,0,,,,,Yes,Yes,Somewhat accurate,Not trustworthy,Medium,Right-wing bias,Entertaining,Somewhat complex,Trustworthy,"Can we trust news articles in the media, or can we observe Fake articles in a timely manner?","I believe the newsletter woud have fake news. However, it would still have a range of reliable and up-to-date articles based on verifiable facts. This would hold my interest and i would also like to see what information is available to the general public. It is important that i not influenced by the media, but have an awareness of what is going on.",,,UAI
2025-10-14 11:45:59,2025-10-14 11:57:30,IP Address,82.132.217.161,100,691,True,2025-10-14 11:57:31,R_8eqsCBfSZo01fzg,,,,,55.867,-4.2621,anonymous,EN,1,I consent,67e7cfd17a7062da8a273fbf@email.prolific.com,"Somewhat unlikely,Extremely likely",No,Female,52,White,Yes,South East,"£30,000 - £39,999",Employed full time,High-school or lower,Conservative,Reform UK,Somewhat interested,4-5 times per week,No,,"Television,Social media",,Somewhat,Somewhat familiar,Not sure,,,,,,,,,,,,,3.052,147.287,148.755,18,Yes,Yes,Somewhat accurate,Somewhat trustworthy,Medium,Left-wing bias,Somewhat entertaining,Not complex,Somewhat trustworthy,"How different people perceive a certain news story ","I found the news letter quite engaging although I’m not sure it was totally believable.
I am interested in reading more though",,,LAI
2025-10-14 11:46:36,2025-10-14 11:58:01,IP Address,5.71.76.95,100,685,True,2025-10-14 11:58:02,R_82X63jIqNz1rhik,,,,,51.9322,-0.4568,anonymous,EN,1,I consent,66cdced52b59520d110dc694,"Somewhat unlikely,Extremely likely",No,Female,33,Asian or Middle Eastern,No,South East,"£70,000 - £79,999",Employed part time,High-school or lower,Neither liberal nor conservative,Labour,Interested,6 days a week,No,,"Online news websites,Social media","The Guardian,Daily Mail,BBC News",Somewhat,Somewhat familiar,Not sure,,,,,79.411,193.707,195.429,35,,,,,,,,,Yes,Yes,Somewhat accurate,Not trustworthy,High,No bias/Neutral,Entertaining,Complex,Trustworthy,Something related to ai,"It's was an interesting read. However I haven't seen this news past few days and I know that trump is deploying ICE. It was a good read and I'd like to read more about this later ",,,CP
2025-10-14 11:53:06,2025-10-14 11:58:14,IP Address,86.15.48.211,100,308,True,2025-10-14 11:58:15,R_8Eo82gt5BIRGsrT,,,,,52.8794,-1.4819,anonymous,EN,0.5,I consent,5defac7e56b506000cdd3b32,"Somewhat unlikely,Extremely likely",No,Male,36,Black,Yes,East Midlands,"£50,000 - £59,999",Employed full time,High-school or lower,Neither liberal nor conservative,Labour,Somewhat interested,Every day,No,,"Online news websites,Social media",,Somewhat,Somewhat familiar,Yes,6.037,6.037,93.2,1,,,,,,,,,,,,,No,No,Somewhat accurate,Somewhat trustworthy,Medium,Right-wing bias,Not entertaining,Complex,Not trustworthy,"How much people trust the news ","I don't want to receive it as I wouldn't read it as I get my news elsewhere ",,,C
2025-10-14 11:47:21,2025-10-14 11:58:35,IP Address,2.102.240.123,100,673,True,2025-10-14 11:58:36,R_2eRGkUib9HyswkL,,,,,54.1166,-3.235,anonymous,EN,1,I consent,5ab8c3fb9534ba0001c6b60d,"Somewhat unlikely,Extremely likely",No,Male,46,White,Yes,North West,"£50,000 - £59,999",Employed part time,University or higher,Very liberal,Green Party,Interested,4-5 times per week,No,,"Online news websites,Social media",,Not at all,Fairly familiar,Not sure,,,,,,,,,,,,,1.793,1.793,52.876,1,No,No,Accurate,Somewhat trustworthy,High,No bias/Neutral,Somewhat entertaining,Complex,Somewhat trustworthy,Whether participants would say yes or no to the link.,"I just am so overwhelmed and kind of sickened by the news, even though I often can't help but look at it quickly, that I just want less avenues to see it.",,,LAI
2025-10-14 11:52:54,2025-10-14 11:59:11,IP Address,81.97.9.76,100,377,True,2025-10-14 11:59:11,R_8eyFNsNsJ8jIXg1,,,,,51.4743,-0.0928,anonymous,EN,1,I consent,610c66163e803a3564dfaf9c,"Somewhat unlikely,Extremely likely",No,Male,22,Black,Yes,London,"£20,000 - £29,999",Student,University or higher,Neither liberal nor conservative,Labour,Interested,4-5 times per week,Yes,"General news,Politics,Sport","Television,Online news websites,Social media","The Guardian,The Sun,BBC News",Somewhat,Fairly familiar,Yes,,,,,,,,,,,,,0,0,75.8,0,No,Yes,Somewhat accurate,Somewhat trustworthy,High,No bias/Neutral,Entertaining,Not complex,Somewhat trustworthy,The study is about our opinions and perceptions on newsletters,"The images seemed AI generated and did not seem authentic. The content seemed believable, however, you should never fully trust news sources.",,,LAI
2025-10-14 11:56:41,2025-10-14 12:00:08,IP Address,5.65.76.97,100,207,True,2025-10-14 12:00:09,R_2r6u2MS7KsS03Mf,,,,,50.11,-5.2808,anonymous,EN,1,I consent,677c3d0ebaa424fbb517455b,"Somewhat unlikely,Extremely likely",No,Male,24,White,Yes,South West,"£20,000 - £29,999",Employed full time,University or higher,Conservative,Reform UK,Interested,2-3 times per week,No,,Social media,,Somewhat,Fairly familiar,Yes,,,,,0,0,36.813,0,,,,,,,,,No,No,Somewhat accurate,Somewhat trustworthy,High,Left-wing bias,Entertaining,Not complex,Somewhat trustworthy,About being able to identify AI in news articles,I currently get news from other sources in my own time.,,,CP
2025-10-14 11:53:49,2025-10-14 12:00:24,IP Address,90.243.180.107,100,395,True,2025-10-14 12:00:25,R_2CCTcbpA19VUGkx,,,,,50.7342,-1.8725,anonymous,EN,0.8999999761581421,I consent,57698d52688a5c00018d958d,"Somewhat unlikely,Extremely likely",No,Female,65,White,Yes,East of England,"£30,000 - £39,999",Employed part time,High-school or lower,Conservative,Reform UK,Somewhat interested,4-5 times per week,No,,TV,Daily Mail,A little,Slightly familiar,Not sure,,,,,,,,,8.906,55.484,64.168,3,,,,,No,Yes,Somewhat accurate,Somewhat trustworthy,Medium,Left-wing bias,Somewhat entertaining,Somewhat complex,Somewhat trustworthy,something about AI generated news,I did not read anything in the article that made me want to read more. It was quite bland and robotic article,,,UAI
2025-10-14 11:56:32,2025-10-14 12:01:45,IP Address,90.254.124.234,100,312,True,2025-10-14 12:01:46,R_2E9HSdcsMd0utLQ,,,,,51.5064,-0.02,anonymous,EN,1,I consent,676055d717c5c46b0800f479,"Somewhat unlikely,Extremely likely",No,Male,39,White,Yes,East of England,"£90,000 - £99,999",Employed full time,University or higher,Conservative,Conservatives,Very interested,Every day,Yes,Economics and social affairs,"Online news websites,Social media",Financial Times,Quite a lot,Very familiar,Yes,0,0,66.016,0,,,,,,,,,,,,,No,No,Somewhat accurate,Somewhat trustworthy,Medium,No bias/Neutral,Not entertaining,Not complex,Trustworthy,Measuring the level of trust in AI and its role in creating news content,"I don't have a particular desire for a current affairs newsletter that simply regurgitates what I would have spent all day reading. To be of utility, such a newsletter would need to add something that I couldn't get from simply searching news websites and social channels. ",,,C
2025-10-14 11:47:14,2025-10-14 12:01:49,IP Address,86.186.146.98,100,874,True,2025-10-14 12:01:49,R_2dGqMKFBNxPy0nU,,,,,53.0163,-1.7514,anonymous,EN,1,I consent,68a700bfe080729e6185e49b,"Somewhat unlikely,Extremely likely",No,Male,55,White,Yes,East Midlands,"£20,000 - £29,999",Student,University or higher,Neither liberal nor conservative,Labour,Interested,Every day,No,,"Online news websites,Social media","The Guardian,Other",Somewhat,Very familiar,Yes,,,,,,,,,,,,,10.473,106.326,108.178,2,No,Yes,Somewhat accurate,Somewhat trustworthy,Medium,Left-wing bias,Somewhat entertaining,Somewhat complex,Somewhat trustworthy,If AI generated news reports on true events can be spotted?,"I feel that the news would have an American bias and i get enough of that already. Although i am making that decision based on the article alone. I do like the idea of a dedicated news source other than the ones i am currently reading though, so my decision was borderline.",,,LAI
2025-10-14 11:52:17,2025-10-14 12:02:03,IP Address,109.153.230.192,100,585,True,2025-10-14 12:02:04,R_8t57ATiPfK0IaZp,,,,,56.1951,-3.1732,anonymous,EN,1,I consent,674f09c37c923438edf4bfec,"Somewhat unlikely,Extremely likely",No,Female,59,White,Yes,Scotland,"£90,000 - £99,999",Retired,High-school or lower,Conservative,Conservatives,Interested,Every day,No,,"Online news websites,TV",BBC News,Quite a lot,Not at all familiar,Not sure,7.924,7.924,97.659,1,,,,,,,,,,,,,No,No,Somewhat accurate,Not trustworthy,Medium,Left-wing bias,Not entertaining at all,Not complex,Somewhat trustworthy,Influence of AI generated news stories in the media??,I do not want a newsletter.  I prefer to search out my  own news with starting points from news websites or TV.  I think a newsletter from one publication only presents their interpretation of the news.,,,C
2025-10-14 11:58:00,2025-10-14 12:02:35,IP Address,150.143.5.232,100,274,True,2025-10-14 12:02:35,R_80heBFxoCf7vn4B,,,,,52.2463,-0.9342,anonymous,EN,1,I consent,5f1eca10a2b0e500083737ef,"Somewhat unlikely,Extremely likely",No,Male,63,White,Yes,East Midlands,"£30,000 - £39,999",Employed full time,High-school or lower,Liberal,Other,Interested,Every day,No,,Online news websites,The Guardian,Somewhat,Fairly familiar,Yes,,,,,,,,,0,0,25.463,0,,,,,No,No,Somewhat accurate,Somewhat trustworthy,Medium,No bias/Neutral,Not entertaining,Not complex,Trustworthy,AI news generation,"I've no desire to subscribe to a news article aggregator. I remain sceptical of AI content, not least for copyright issues. ",,,UAI
2025-10-14 11:38:19,2025-10-14 12:03:19,IP Address,92.40.111.129,100,1499,True,2025-10-14 12:03:20,R_2gHYkRJ6fy52Mvk,,,,,51.5591,-0.2283,anonymous,EN,1,I consent,6824ca9431d5202089ce433d,"Somewhat unlikely,Extremely likely",No,Male,61,White,No,East of England,"Less than £10,000",Unemployed and not looking for job,High-school or lower,Neither liberal nor conservative,Conservatives,Interested,4-5 times per week,No,,"Television,Online news websites,Social media,TV","The Guardian,The Times/The Sunday Times,The Daily Mirror,BBC News",Completely,Very familiar,Yes,,,,,,,,,25.865,92.795,101.634,7,,,,,Yes,No,Somewhat accurate,Somewhat trustworthy,High,Left-wing bias,Somewhat entertaining,Somewhat complex,Trustworthy,"It seems to be about how people perceive and respond to different kinds of online news, like how accurate or biased they think it is and whether they’d want to read more.","I decided to receive the newsletter because I enjoy keeping up with social and political topics from reliable sources. The Conversation usually offers thoughtful, well-written pieces that help me understand different perspectives without being overly sensational.",,,UAI
2025-10-14 11:42:38,2025-10-14 12:04:49,IP Address,88.97.207.238,100,1330,True,2025-10-14 12:04:50,R_2Rng4vHcETbYSUV,,,,,53.4516,-2.9147,anonymous,EN,1,I consent,655b901b23209ae4a194a402,"Somewhat unlikely,Extremely likely",No,Female,58,Black,No,Yorkshire,"£20,000 - £29,999",Homemaker,University or higher,Liberal,Labour,Interested,4-5 times per week,No,,Television,BBC News,Quite a lot,Somewhat familiar,Not sure,,,,,,,,,,,,,0,0,200.418,0,No,No,Very accurate,Trustworthy,High,No bias/Neutral,Entertaining,Not complex,Trustworthy,It is about peoples opinions on different types of news,I think the newsletter is attention grabbing. Many people can relate to it. I think it looks reliable and  trustworthy.,,,LAI
2025-10-14 11:48:03,2025-10-14 12:06:45,IP Address,2.216.6.113,100,1122,True,2025-10-14 12:06:46,R_2ifiFSBOacw9Lkt,,,,,52.04,0.7402,anonymous,EN,1,I consent,64137cf15dfe79e9ff198054,"Somewhat unlikely,Extremely likely",No,Male,21,Asian or Middle Eastern,Yes,West Midlands,"£30,000 - £39,999",Student,High-school or lower,Liberal,Liberal Democrats,Interested,2-3 times per week,No,,"Social media,TV,Newspapers","The Times/The Sunday Times,The Daily Mirror,The Observer,BBC News",Somewhat,Slightly familiar,Not sure,,,,,0,0,182.349,0,,,,,,,,,Yes,Yes,Somewhat accurate,Somewhat trustworthy,Medium,No bias/Neutral,Somewhat entertaining,Complex,Somewhat trustworthy,newsletter article,"The newsletter seems quite complex. It has a detailed news about California immigration rules. ",,,CP
2025-10-14 11:48:07,2025-10-14 12:09:49,IP Address,92.21.232.176,100,1302,True,2025-10-14 12:09:50,R_8j2mEyZzHH9XSNj,,,,,57.4794,-4.2307,anonymous,EN,0.8999999761581421,I consent,6440ec657d3df6f5223edc73,"Somewhat unlikely,Extremely likely",No,Female,51,White,Yes,Scotland,"£90,000 - £99,999",Employed full time,University or higher,Liberal,Other,Very interested,Every day,No,,"Television,Online news websites,Social media,TV,Newspapers","BBC News,Other",Somewhat,Fairly familiar,Yes,,,,,,,,,2.603,8.083,527.522,3,,,,,No,Yes,Accurate,Trustworthy,Very high,Right-wing bias,Somewhat entertaining,Complex,Trustworthy,Bias and the use of AI in the media,"I do believe there is bias in the media, most news outlets have affiliation to a political party or a political stance. There is now a reliance on using AI to generate content, I am not convinced that this is often checked thoroughly as you often see errors in some online articles. Therefore I am not sure how trustworthy articles like this are.",,,UAI
2025-10-14 11:37:37,2025-10-14 12:10:50,IP Address,94.6.54.208,100,1993,True,2025-10-14 12:10:51,R_8pMcnGsQRq6FFFX,,,,,52.5495,0.8142,anonymous,EN,0.8999999761581421,I consent,5c3a4e759e794d000129a225,"Somewhat unlikely,Extremely likely",No,Female,39,White,Yes,East of England,"£30,000 - £39,999",Employed full time,University or higher,Neither liberal nor conservative,Prefer not to say,Not interested,2-3 times per week,No,,Social media,,A little,Slightly familiar,Yes,,,,,,,,,,,,,7.461,7.461,7.78,1,No,No,Somewhat accurate,Somewhat trustworthy,High,No bias/Neutral,Not entertaining at all,Very complex,Trustworthy,willingness to absorb news content? Or being tricked by AI generated 'news',"I actively avoid the news. I will admit, I did not read the news article in its entirety because world news scares me. I avoid it wherever possible and distrust news companies because I believe none of them are completely neutral. I feel powerless to change world news or have an impact, but it has an impact on me, so self-preservation means I avoid it completely.",,,LAI
2025-10-14 12:01:34,2025-10-14 12:11:05,IP Address,84.64.162.13,100,570,True,2025-10-14 12:11:05,R_2iKiZnzzjMQT5An,,,,,53.4809,-2.2374,anonymous,EN,1,I consent,59dccd61e75b450001a689b7,"Somewhat unlikely,Extremely likely",No,Male,58,White,Yes,North West,"£90,000 - £99,999",Employed full time,University or higher,Neither liberal nor conservative,Other,Very interested,Every day,Yes,"General news,Politics,Economics and social affairs,Sport","Television,Online news websites,Social media,TV,Newspapers","The Guardian,Financial Times,BBC News",Somewhat,Very familiar,Not sure,1.747,56.994,60.544,8,,,,,,,,,,,,,No,No,Somewhat accurate,Somewhat trustworthy,Medium,Left-wing bias,Not entertaining,Somewhat complex,Somewhat trustworthy,do you trust the news and where it comes from,I don't think I would read it. There was nothing about the article to make me interested,,,C
2025-10-14 11:48:45,2025-10-14 12:11:06,IP Address,195.99.188.115,100,1340,True,2025-10-14 12:11:06,R_2aS9xq9GAmrtmrk,,,,,52.9477,-2.0288,anonymous,EN,1,I consent,6007421356226920359b5f3e,"Somewhat unlikely,Extremely likely",No,Male,34,White,Yes,West Midlands,"£30,000 - £39,999",Employed full time,University or higher,Very liberal,Green Party,Very interested,Every day,No,,"Television,Online news websites,Social media,TV,Newspapers","The Guardian,The Daily Mirror,BBC News",A little,Fairly familiar,Yes,,,,,,,,,,,,,2.099,2.099,184.276,1,No,Yes,Somewhat accurate,Somewhat trustworthy,Medium,No bias/Neutral,Not entertaining,Not complex,Trustworthy,"Trust in news and media ","The image did stand out as looking like it was made by AI, I am not sure about this though, it may be real. I am well read up on UK and European news but don't pay much attention to US news stories so unable to fact check the article with my prior knowledge. It reads plausible and that it could all be true, but as there are so many differing opinions and false information these days it is entirely possible and likely that the facts are misrepresented or just inaccurate. ",,,LAI
2025-10-14 12:01:38,2025-10-14 12:15:21,IP Address,216.120.189.73,100,822,True,2025-10-14 12:15:22,R_2WTs3dnyzPP1qPn,,,,,51.5081,-0.1278,anonymous,EN,1,I consent,67323a74da6bebd682404f74,"Somewhat unlikely,Extremely likely",No,Male,54,Black,No,West Midlands,"£20,000 - £29,999",Employed part time,University or higher,Very conservative,Labour,Very interested,4-5 times per week,No,,"Television,Social media,Newspapers","The Guardian,The Sun",A little,Somewhat familiar,Not sure,,,,,,,,,0,0,147.869,0,,,,,Yes,Yes,Very accurate,Somewhat trustworthy,Very high,No bias/Neutral,Very entertaining,Not complex,Trustworthy,It is a Study about news articles,It was an interesting article about protest an the economic state of the world .,,,UAI
2025-10-14 11:48:45,2025-10-14 12:16:54,IP Address,86.162.60.174,100,1689,True,2025-10-14 12:16:55,R_2jd3sGXxes37tyV,,,,,51.6833,-0.6072,anonymous,EN,1,I consent,5d2de4db914b6e001877da8f,"Somewhat unlikely,Extremely likely",No,Female,24,White,Yes,South East,"£70,000 - £79,999",Employed full time,High-school or lower,Liberal,Green Party,Interested,Every day,No,,"Television,Online news websites,Social media,TV","The Times/The Sunday Times,The Daily Mirror,Metro,Daily Mail,BBC News",Quite a lot,Somewhat familiar,Yes,,,,,1.679,237.366,303.793,21,,,,,,,,,No,No,Accurate,Trustworthy,High,No bias/Neutral,Entertaining,Somewhat complex,Trustworthy,"Perhaps the article was Ai-generated? Maybe about biases in AI articles and if we can spot them ","I just prefer to get my news through the internet or via sky news app. I will sometimes skip through news stories to read the ones I find most interesting, so might not benefit from a newsletter ",,,CP
2025-10-08 00:59:39,2025-10-08 01:00:07,IP Address,80.5.249.107,3,27,False,2025-10-15 01:00:13,R_8ZJjODyEVRLt0mY,,,,,54.5469,-1.1878,anonymous,EN,1,I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
