StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID103,QID102,QID105,QID1_1,QID2,QID295,QID8,Q312,QID293,QID304,QID296,Q313_1,QID308_1,QID309_1,QID310_1,QID311_1,QID297,QID299,QID301_1,QID303_1,QID305,Q_RecaptchaStatus,Q_RecaptchaError,PROLIFIC_PID,SESSION_ID,STUDY_ID,Attention
2026-04-14 04:46:23,2026-04-14 04:52:10,IP Address,185.69.144.99,100,347,True,2026-04-14 04:52:11,R_82nWg4NvkI068vo,,,,,51.4964,-0.1224,anonymous,EN-GB,1,I agree to participate in this study!,60d9d85ddadf922580ee8058,"Somewhat unlikely,Extremely likely",1996,Female,United Kingdom,Working full time now,Yes,Daily Newspaper,Between 3 years and 5 years,Editor,70,50,60,60,40,Strongly agree,Strongly agree,85,60,AI research tools are easier and quicker to use; AI can check grammar/spelling/sentence structure quickly and simply; some journalists at some outlets are under huge pressure to churn out massive amounts of articles/contents and using AI speeds up this process,complete,,60d9d85ddadf922580ee8058,69de1afb14940c738921246a,69dcefc0e47bf6dd86e39ac4,
2026-04-14 05:36:22,2026-04-14 05:49:01,IP Address,79.116.225.19,100,758,True,2026-04-14 05:49:01,R_2KpFOGcC8O3Yl19,,,,,36.7162,-4.4161,anonymous,EN-GB,0.5,I agree to participate in this study!,698dd858d1d37d51d519b46c,"Somewhat unlikely,Extremely likely",1999,Female,Spain,Working part time now,"No, but I have in the past",Freelance,Between 3 years and 5 years,Editor,85,36,0,10,5,Strongly agree,Strongly agree,20,80,"They lack the edition or search skills to actually bring up accurate images to the table, therefore, they decide to use AI to actually illustrate the thing. I find many of them underestimate the reader's ability to actually notice this or find it unpleasant, even if most people don't.",complete,,698dd858d1d37d51d519b46c,69de26ac819a2f8d0f8a01ef,69dcefc0e47bf6dd86e39ac4,
2026-04-14 05:48:06,2026-04-14 06:05:12,IP Address,91.174.12.171,100,1026,True,2026-04-14 06:05:13,R_2Y1DmbV2ENBkJGx,,,,,46.1697,-1.1516,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6928c6c6e0ef15241289092f,"Somewhat unlikely,Extremely likely",1973,Male,France,Working part time now,Yes,Blog,More than 5 years,Editor,60,23,14,19,13,Strongly agree,Neither agree nor disagree,81,40,"Using AI to write an article might be the easiest and the quickest way to generate low-value content. But it quickly reaches its limits if you are a true journalist, with a tone and a work-ethic. The other use I can think of is to illustrate an article via an AI-generated image : much easier than to look for and acquire the rights of an original picture. ",complete,,6928c6c6e0ef15241289092f,69de2960b87326dfec801739,69dcefc0e47bf6dd86e39ac4,
2026-04-14 06:22:08,2026-04-14 06:30:32,IP Address,92.208.189.178,100,503,True,2026-04-14 06:30:33,R_8H7wGX7hDfWfOGl,,,,,51.2674,6.7442,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,66f1d6a9906096a4cd41093b,"Somewhat unlikely,Extremely likely",1994,Female,Germany,Working part time now,Yes,Daily Newspaper,Between 3 years and 5 years,Editor,30,30,10,10,10,Strongly agree,Somewhat disagree,80,60,"I think lots of journalists might be using AI not to fully write their articles and ""do their job for them"", but rather as a tool to, for example, find better wording or inspiration for how to write something. I think using AI to generate images has very specific use cases because most journalists should have access to image databases where they can always find a good non-AI photo of what they want to show.",complete,,66f1d6a9906096a4cd41093b,69de316da6baca96ab82470b,69dcefc0e47bf6dd86e39ac4,
2026-04-14 06:57:16,2026-04-14 07:04:07,IP Address,76.143.94.101,100,411,True,2026-04-14 07:04:08,R_3UfFcOEZ9eDoACt,,,,,29.7422,-95.4903,anonymous,EN-GB,1,I agree to participate in this study!,60a7ba346d47f96dd56209cf,"Somewhat unlikely,Extremely likely",1971,Female,United States of America,Working full time now,Yes,Freelance,More than 5 years,Columnist,90,80,50,10,10,Somewhat agree,Strongly disagree,70,90,"Competition and pressure are likely candidates. Need to do more with less, and the fact that AI, while nowhere near perfect, is competent for short, general news and information creation and consumption. Even more so when touched by human hands, review or editing.",complete,,60a7ba346d47f96dd56209cf,69de39a6081d9e9687df4965,69dcefc0e47bf6dd86e39ac4,
2026-04-14 07:05:42,2026-04-14 07:14:16,IP Address,88.157.51.24,100,513,True,2026-04-14 07:14:17,R_2PtHLFm1XoFdF6h,,,,,41.6142,-8.3784,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,613644ab1f992400aacf1ddf,"Somewhat unlikely,Extremely likely",2002,Female,Portugal,Student,"No, but I have in the past",Online Newspaper,Less than 1 year,Opinion Writer,20,30,10,10,10,Strongly agree,Strongly agree,10,30,Because you can get it done much quicker. Because capitalism benefits mass production over quality. And when it's obvious it's shocking and gets people talking.,complete,,613644ab1f992400aacf1ddf,69de3ba09a0b6a99f481cbc3,69dcefc0e47bf6dd86e39ac4,
2026-04-14 09:28:48,2026-04-14 09:32:18,IP Address,87.102.60.187,100,210,True,2026-04-14 09:32:19,R_8fGIEKGHah6ZjJ0,,,,,53.7606,-0.3734,anonymous,EN-GB,1,I agree to participate in this study!,5d08c65a6bf345001a52f4b1,"Somewhat unlikely,Extremely likely",1999,Female,United Kingdom,Working full time now,Yes,Freelance,Between 1 year and 3 years,Columnist,36,53,33,60,50,Strongly agree,Strongly agree,56,44,"I think the main reason would be lack of time. It would be easy for them to bullet point their ideas into ai, such as chat gpt, and produce a full article in a short amount of time. They could also use it to replace stock image that they have to pay for, or use it to help them gain ideas for certain subjects, if they have writers block. ",complete,,5d08c65a6bf345001a52f4b1,69de5d2a74db00077c568aa2,69dcefc0e47bf6dd86e39ac4,
2026-04-14 10:28:31,2026-04-14 10:28:54,IP Address,173.54.120.37,100,22,True,2026-04-14 10:28:55,R_38UEYDwfF2DqARb,,,,,41.0429,-74.1004,anonymous,EN-GB,1,I agree to participate in this study!,65b683e66349914a5a434753,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,65b683e66349914a5a434753,69de6b1cc7a8aa25afbe3a14,69dcefc0e47bf6dd86e39ac4,0
2026-04-14 10:42:13,2026-04-14 10:48:09,IP Address,151.64.184.152,100,355,True,2026-04-14 10:48:09,R_2cCKzv9slAyFais,,,,,45.4722,9.1922,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5f7f40f16abd6c0ab68311b5,"Somewhat unlikely,Extremely likely",1976,Male,Italy,Working part time now,Yes,Blog,More than 5 years,Reporter,15,15,10,15,15,Strongly agree,Strongly agree,75,20,"I can see the temptation in using AI, when your task is to fill up space, especially if you have to write clickbait-like articles that need to take a lot of lines before getting to the point. In some ways, AI is also useful in streamlining bullet-point articles, but a good journalist should then infuse some of his human touch into the AI article or it will be easy to identify. And crucially, journalists using AI for articles do it because it's easier, and they are lazy.",complete,,5f7f40f16abd6c0ab68311b5,69de6e5f893a9befb6b7c872,69dcefc0e47bf6dd86e39ac4,
2026-04-14 12:17:00,2026-04-14 12:18:13,IP Address,92.191.156.5,100,72,True,2026-04-14 12:18:13,R_2S2X0yGMnib52r9,,,,,42.0205,-4.5321,anonymous,EN-GB,1,I agree to participate in this study!,69de3c9a8198fcb48c0d3752,"Extremely unlikely,Somewhat likely",,,,,,,,,,,,,,,,,,,complete,,69de3c9a8198fcb48c0d3752,69de84832ad0d34827268e39,69dcefc0e47bf6dd86e39ac4,0
2026-04-14 12:35:09,2026-04-14 12:40:20,IP Address,81.96.118.166,100,310,True,2026-04-14 12:40:21,R_8TGoaYTmBZGt0NP,,,,,50.8302,-0.1336,anonymous,EN-GB,1,I agree to participate in this study!,614da66d7f267237bf6d05e6,"Somewhat unlikely,Extremely likely",1960,Male,United Kingdom,Working part time now,Yes,Freelance,More than 5 years,Opinion Writer,25,35,17,26,25,Strongly agree,Strongly agree,83,38,"I guess journalists are always trying to save time on research and so it's easy and convenient to take advantage of AI's capabilities. I don't believe AI is reliable or unbiased enough to use in this way, and human experience is far better expressed through human writing.",complete,,614da66d7f267237bf6d05e6,69de88d829a37c28d15c3874,69dcefc0e47bf6dd86e39ac4,
2026-04-14 19:38:43,2026-04-14 19:39:51,IP Address,72.191.10.22,100,67,True,2026-04-14 19:39:52,R_5GCbW7pqYoLpq9T,,,,,30.5045,-97.8209,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,698b9e48f7001c7dd89bced0,Extremely unlikely,,,,,,,,,,,,,,,,,,,complete,,698b9e48f7001c7dd89bced0,69deec1e93f125035c69e09a,69dcefc0e47bf6dd86e39ac4,0
2026-04-15 01:25:39,2026-04-15 01:26:23,IP Address,86.147.57.5,100,44,True,2026-04-15 01:26:24,R_2cTYB2vwP2ga8eN,,,,,51.3846,0.517,anonymous,EN-GB,0.800000011920929,I agree to participate in this study!,673b694b8d15e20276e3ce1a,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,673b694b8d15e20276e3ce1a,69df3d4f319eb73baae40684,69dcefc0e47bf6dd86e39ac4,0
2026-04-15 03:58:04,2026-04-15 03:59:02,IP Address,86.41.124.250,100,57,True,2026-04-15 03:59:02,R_2NwAGwuYMsrgUgX,,,,,52.8397,-6.9342,anonymous,EN-GB,1,I agree to participate in this study!,691b2889b6df99ff5ab54671,"Somewhat likely,Extremely likely",,,,,,,,,,,,,,,,,,,complete,,691b2889b6df99ff5ab54671,69df611e027748484859fd24,69dcefc0e47bf6dd86e39ac4,0
2026-04-15 03:59:48,2026-04-15 04:04:02,IP Address,86.41.124.250,100,253,True,2026-04-15 04:04:03,R_800GKHMhzycWd4j,,,,,52.8397,-6.9342,anonymous,EN-GB,1,I agree to participate in this study!,691b2889b6df99ff5ab54671,"Somewhat unlikely,Extremely likely",1990,Female,Ireland,Working part time now,Yes,Online Newspaper,Between 3 years and 5 years,Reporter,80,20,2,51,30,Strongly agree,Somewhat disagree,80,100,"To help with creative or factual writing. To help with images that can aid in their articles. ",complete,,691b2889b6df99ff5ab54671,69df611e027748484859fd24,69dcefc0e47bf6dd86e39ac4,
2026-04-15 05:33:15,2026-04-15 05:34:43,Survey Preview,,100,88,True,2026-04-15 05:34:43,R_8kKU1FR1ENXg6cr,,,,,51.394,-2.3227,preview,EN-GB,0.8999999761581421,I agree to participate in this study!,cicci,"Somewhat unlikely,Extremely likely",1918,Male,Albania,Retired,"No, but I have in the past",Freelance,Between 1 year and 3 years,Opinion Writer,35,33,32,35,37,Neither agree nor disagree,Somewhat disagree,11,22,gb,complete,,,,,
2026-04-15 08:13:41,2026-04-15 08:22:21,IP Address,172.58.164.91,100,520,True,2026-04-15 08:22:22,R_7QQZ9Sul1TUUxab,,,,,41.8835,-87.6305,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,66fd930f1849a200d65a6996,"Somewhat unlikely,Extremely likely",1989,Female,United States of America,Working full time now,Yes,Freelance,More than 5 years,Reporter,60,32,35,20,34,Somewhat agree,Somewhat disagree,21,81,the world is now a global village and a lot are changing and AI makes job easy so they are using it to make the job a bit easy,complete,,66fd930f1849a200d65a6996,69df9d0315485e1ae7346afd,69dcefc0e47bf6dd86e39ac4,
2026-04-15 11:33:03,2026-04-15 11:39:04,IP Address,78.148.70.170,100,361,True,2026-04-15 11:39:04,R_81sSxvVhi1gPAWy,,,,,51.4623,-2.5502,anonymous,EN-GB,1,I agree to participate in this study!,6029075da770da7d9e458b84,"Somewhat unlikely,Extremely likely",1998,Female,United Kingdom,Working part time now,"No, but I have in the past",Freelance,Between 1 year and 3 years,Reporter,20,25,10,8,8,Strongly agree,Strongly agree,85,35,"AI is a cost and time effective way to generate visual or textual content. It can eliminate the need for travel, paying photographers, or time spent on research. This may be especially appealing if journalists are over-worked/have incentives for creating a high quantity of articles.",complete,,6029075da770da7d9e458b84,69dfcbc550eb44791e1f0dc3,69dcefc0e47bf6dd86e39ac4,
2026-04-15 11:45:45,2026-04-15 11:58:09,IP Address,73.218.60.114,100,743,True,2026-04-15 11:58:10,R_1IvWHcYwNP6f5fj,,,,,42.364,-71.0265,anonymous,EN-GB,1,I agree to participate in this study!,5d48fcc5643eb80001fb43fa,"Somewhat unlikely,Extremely likely",1993,Male,United States of America,Working full time now,Yes,Online Newspaper,More than 5 years,Reporter,32,35,11,20,10,Strongly agree,Strongly agree,85,15,"I think some use it for convenience, like for transcribing. But it's a slippery slope. I think people who use AI for writing sacrifices their creativity and bastardize the writing process.  ",complete,,5d48fcc5643eb80001fb43fa,69dfcec38cb615f7bfbd74c6,69dcefc0e47bf6dd86e39ac4,
2026-04-15 12:00:47,2026-04-15 12:03:34,IP Address,143.58.132.241,100,167,True,2026-04-15 12:03:35,R_2DoGhgIYwoMD6nv,,,,,51.5064,-0.02,anonymous,EN-GB,1,I agree to participate in this study!,67cace2a3d2fc812633d78bc,"Somewhat unlikely,Extremely likely",1993,Male,United Kingdom,Working full time now,"No, but I have in the past",TV,Between 1 year and 3 years,Editor,63,48,34,35,61,Strongly agree,Strongly agree,100,61,Because it is easier. It will make it simpler and quicker. People like not working,complete,,67cace2a3d2fc812633d78bc,69dfd22e4e5bd2a1b404334b,69dcefc0e47bf6dd86e39ac4,
2026-04-15 14:11:33,2026-04-15 14:14:03,IP Address,136.226.59.9,100,150,True,2026-04-15 14:14:04,R_5iJVwBJrqnCsCds,,,,,25.7701,-80.1928,anonymous,EN-GB,1,I agree to participate in this study!,67788a3f3a8122e8a6d733cf,"Somewhat unlikely,Extremely likely",1986,Male,United States of America,Working full time now,Yes,TV,More than 5 years,Editor,10,70,35,50,20,Strongly agree,Strongly disagree,80,50,It can be used to distill large amounts of notes/quotes quickly. It can assess writing to suggest further clarification needed in stories. It can suggest follow-up stories to be done as well.,complete,,67788a3f3a8122e8a6d733cf,69dff0ef2b3902a988ca2e02,69dcefc0e47bf6dd86e39ac4,
2026-04-15 14:35:45,2026-04-15 14:36:33,IP Address,80.114.133.75,100,48,True,2026-04-15 14:36:34,R_2401eaOLHzBkHKh,,,,,52.3066,4.8812,anonymous,EN-GB,1,I agree to participate in this study!,6928acd71bfdb4236f15df07,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,6928acd71bfdb4236f15df07,69dff696c482d5e884dab3b9,69dcefc0e47bf6dd86e39ac4,0
2026-04-15 14:59:08,2026-04-15 15:02:03,IP Address,78.149.123.201,100,175,True,2026-04-15 15:02:04,R_8gwU6Ux47jW5hD3,,,,,51.3915,-0.0736,anonymous,EN-GB,1,I agree to participate in this study!,5e9f31ca9b0a040704ee0bad,"Somewhat unlikely,Extremely likely",1998,Female,United Kingdom,Working full time now,Yes,Daily Newspaper,More than 5 years,Reporter,76,53,22,30,19,Strongly agree,Somewhat disagree,90,40,"You can use AI to run very in depth searches.!8 use it to find councils offering certain services, for example. It’s a faster way to gather and verify information. ",complete,,5e9f31ca9b0a040704ee0bad,69dffc16e8589d8f33ad88da,69dcefc0e47bf6dd86e39ac4,
2026-04-09 05:01:01,2026-04-09 05:01:17,IP Address,172.59.76.247,15,16,False,2026-04-16 05:01:29,R_7HgbueYtmKTRGk9,,,,,38.6646,-90.5758,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,67ed75fa0c2423e85f8b3c8b,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,67ed75fa0c2423e85f8b3c8b,69d786d404d44abdc1467af8,69a1c569e7793dacfe90e35b,0
2026-04-16 05:36:37,2026-04-16 05:37:03,IP Address,79.200.160.210,100,25,True,2026-04-16 05:37:04,R_2FnBPrWu6ZaPEPQ,,,,,51.6825,7.8107,anonymous,EN-GB,0.800000011920929,I agree to participate in this study!,69e0c0dd3338e3b0fccc22c4,Somewhat unlikely,,,,,,,,,,,,,,,,,,,complete,,69e0c0dd3338e3b0fccc22c4,69e0c9ba21c330da9fde0e7b,69dcefc0e47bf6dd86e39ac4,0
2026-04-09 06:13:26,2026-04-09 06:18:31,IP Address,147.161.237.80,62,305,False,2026-04-16 06:18:33,R_2QJ4mfqaFONiFH3,,,,,53.4809,-2.2374,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,67424c6b07d7d42c5ed0511d,"Somewhat unlikely,Extremely likely",1970,Female,United Kingdom,Working full time now,Yes,TV,More than 5 years,Reporter,50,,,,,,,,,,complete,,67424c6b07d7d42c5ed0511d,69d797ddc09a2cd63e96423b,69a1c569e7793dacfe90e35b,
2026-04-16 06:18:26,2026-04-16 06:23:17,IP Address,88.97.218.109,100,291,True,2026-04-16 06:23:18,R_868GecLYhM5NAwV,,,,,53.1483,-1.2776,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5eb00bbcb6fdad040af5fcb8,"Somewhat unlikely,Extremely likely",1993,Male,United Kingdom,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,70,35,35,20,20,Strongly agree,Somewhat disagree,80,30,"I believe journalists are generally caught in between opinions on AI. In one sense, most see the obvious benefits it can bring with fact-checking, suggestions of improvements etc. But on the other, there's a fear that AI will replace the need for journalists in time and that by using it to assist with work, journalists are in some way slitting their own throats. I also think there's an overriding feeling that AI is not currently reliable enough for things like fact-checking and data to fully 'rely' upon it. Journalists are taught ethical values at length during training so I believe most journalists would be keen to disclose any AI use in articles.",complete,,5eb00bbcb6fdad040af5fcb8,69e0d38db2d9d5501a6b84ca,69dcefc0e47bf6dd86e39ac4,
2026-04-09 07:36:37,2026-04-09 07:38:36,IP Address,172.56.182.44,38,119,False,2026-04-16 07:38:41,R_3fMbZLPARW5eIFj,,,,,33.8405,-117.9526,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,66ec53e096df305784c5aa6f,"Somewhat unlikely,Extremely likely",2003,Male,United States of America,Working full time now,"No, I have never worked as journalist",,,,,,,,,,,,,,complete,,66ec53e096df305784c5aa6f,69d7ab55555559115fa0dd81,69a1c569e7793dacfe90e35b,
2026-04-09 08:13:48,2026-04-09 08:16:06,IP Address,154.73.181.33,15,138,False,2026-04-16 08:16:08,R_8rCj2pZREhg8fsZ,,,,,-26.1,28.25,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,615efc771b4fdee33a42f5d6,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,615efc771b4fdee33a42f5d6,69d7b3e6556be6b56cd057a7,69a1c569e7793dacfe90e35b,0
2026-04-09 11:21:26,2026-04-09 11:23:07,IP Address,88.97.227.195,58,100,False,2026-04-16 11:23:09,R_8w52Ch6moyimxYk,,,,,54.1212,-3.1943,anonymous,EN-GB,0.699999988079071,I agree to participate in this study!,5ef329d8cfbdc00379011819,"Somewhat unlikely,Extremely likely",1994,Female,United Kingdom,Working full time now,"No, but I have in the past",Online Newspaper,More than 5 years,Reporter,100,,,,,,,,,,complete,,5ef329d8cfbdc00379011819,69d7e0112793a46f3fcf6bbc,69a1c569e7793dacfe90e35b,
2026-04-09 11:47:52,2026-04-09 11:48:07,IP Address,162.211.10.34,15,14,False,2026-04-16 11:48:14,R_6y2ekBRzY7IVwQJ,,,,,44.4799,-80.2168,anonymous,EN-GB,0.699999988079071,I agree to participate in this study!,69b02cdf78f42e393c663ca8,Somewhat likely,,,,,,,,,,,,,,,,,,,complete,,69b02cdf78f42e393c663ca8,69d7e51d6dd1d35861fe3967,69a1c569e7793dacfe90e35b,0
2026-04-16 13:05:56,2026-04-16 13:09:47,IP Address,189.191.95.201,100,231,True,2026-04-16 13:09:48,R_57EcYeQAfe3fwGd,,,,,19.7058,-98.9865,anonymous,EN-GB,1,I agree to participate in this study!,6143fce3f32125a7e2811fbd,"Somewhat unlikely,Extremely likely",2000,Male,Mexico,Working full time now,"No, but I have in the past",Freelance,Less than 1 year,Editor,41,26,60,50,72,Strongly agree,Neither agree nor disagree,50,59,"The AI makes the work less complicated, whith just one well redacted promt you can obtain a excellent result ",complete,,6143fce3f32125a7e2811fbd,69e1330c1506d4e50b044930,69dcefc0e47bf6dd86e39ac4,
2026-04-16 15:36:52,2026-04-16 15:42:04,IP Address,99.64.93.64,100,311,True,2026-04-16 15:42:04,R_5as15PwQwLDfogV,,,,,32.3376,-90.1729,anonymous,EN-GB,1,I agree to participate in this study!,6537fd10b52c673bb0ee337c,"Somewhat unlikely,Extremely likely",1989,Female,United States of America,Working full time now,Yes,Weekly Newspaper,More than 5 years,Editor,80,35,75,10,25,Strongly agree,Somewhat agree,100,10,I think to look for small things like typos and errors. I also think maybe looking for sales tactics and brainstorming other things.,complete,,6537fd10b52c673bb0ee337c,69e15668bee7e08ca15e71f5,69dcefc0e47bf6dd86e39ac4,
2026-04-16 16:41:42,2026-04-16 16:48:20,IP Address,73.118.91.3,100,397,True,2026-04-16 16:48:20,R_5TpFR0W9oILb0Og,,,,,30.4805,-84.2243,anonymous,EN-GB,1,I agree to participate in this study!,60ff1b2cedc7b97b8544a10f,"Somewhat unlikely,Extremely likely",2001,Female,United States of America,Working full time now,Yes,TV,Between 1 year and 3 years,Editor,63,26,6,14,2,Strongly agree,Strongly agree,68,43,"I think the human part of journalism is very important and also having correct information. AI can give the wrong information. I understand using it as a tool, it can help fact check and help creativity flow but nothing should be used blindly from AI. I don’t think it should ever be used for images unless related to the story.",complete,,60ff1b2cedc7b97b8544a10f,69e165a19f05fa4b442620ac,69dcefc0e47bf6dd86e39ac4,
2026-04-17 07:57:57,2026-04-17 07:58:25,IP Address,201.137.92.111,100,27,True,2026-04-17 07:58:26,R_1jUwngMFO542RBM,,,,,19.3837,-99.1757,anonymous,EN-GB,0.20000000298023224,I agree to participate in this study!,6156017fbad0983c816fbd7c,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,6156017fbad0983c816fbd7c,69e23c5bf5a73d23c8e64d55,69dcefc0e47bf6dd86e39ac4,0
2026-04-17 08:24:43,2026-04-17 08:44:57,IP Address,98.127.94.85,100,1213,True,2026-04-17 08:44:58,R_1sQELaWQhwMVKXF,,,,,45.6714,-111.0436,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,697a62f3a5dd76031424d636,"Somewhat unlikely,Extremely likely",2001,Female,United States of America,Working full time now,Yes,Online Newspaper,Between 1 year and 3 years,Reporter,61,5,1,3,6,Strongly agree,Somewhat disagree,80,51,"If a journalist is using AI I think it is for timeliness/to help with efficiency. I don't think many journalists are leaning on it for the backbone of their writing, at least I hope they aren't. ",complete,,697a62f3a5dd76031424d636,69e2429d2294e2d831c9c34c,69dcefc0e47bf6dd86e39ac4,
2026-04-10 08:50:28,2026-04-10 08:51:52,IP Address,77.96.224.68,38,83,False,2026-04-17 08:51:55,R_2Gq6HQTFnACarU0,,,,,53.3933,-2.1336,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6712dc9aa03ad1da92e70829,"Somewhat unlikely,Extremely likely",1986,Male,United Kingdom,Working full time now,"No, I have never worked as journalist",,,,,,,,,,,,,,complete,,6712dc9aa03ad1da92e70829,69d90e20f06132ba4b83ab3d,69a1c569e7793dacfe90e35b,
2026-04-17 09:01:41,2026-04-17 09:12:46,IP Address,201.144.120.226,100,665,True,2026-04-17 09:12:47,R_7saJfuV6cgQn4iX,,,,,25.7601,-100.2789,anonymous,EN-GB,0.699999988079071,I agree to participate in this study!,6916519c0901d8bcd5df38e0,"Somewhat unlikely,Extremely likely",1997,Male,Mexico,Working full time now,Yes,Weekly Newspaper,Less than 1 year,Opinion Writer,30,30,20,30,20,Strongly agree,Somewhat disagree,70,100,They think its necesary for complement their work and it make them able to be more creative,complete,,6916519c0901d8bcd5df38e0,69e24b4bff904890f3990ad7,69dcefc0e47bf6dd86e39ac4,
2026-04-17 10:10:01,2026-04-17 10:14:23,IP Address,92.209.216.16,100,262,True,2026-04-17 10:14:24,R_2ZJFiWCIVEM7xDF,,,,,51.2402,6.7785,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6107bea3c2f8cd62796d4a7a,"Somewhat unlikely,Extremely likely",1998,Female,Germany,Working full time now,Yes,Online Newspaper,Between 3 years and 5 years,Editor,50,30,5,20,10,Strongly agree,Strongly disagree,70,85,"To spell and grammar Check their work, for basic research to get their work started and sometimes for a first spark of an idea",complete,,6107bea3c2f8cd62796d4a7a,69e25b50ed316650e8decf5c,69dcefc0e47bf6dd86e39ac4,
2026-04-17 12:02:11,2026-04-17 12:13:58,IP Address,76.91.147.104,100,706,True,2026-04-17 12:13:58,R_6GykfkFK0XILx3q,,,,,34.118,-118.3303,anonymous,EN-GB,1,I agree to participate in this study!,657f5c2d51e703ef98eede73,"Somewhat unlikely,Extremely likely",1971,Male,United States of America,Working full time now,Yes,Blog,More than 5 years,Columnist,39,65,54,28,23,Strongly disagree,Strongly disagree,22,82,"I feel people have  used AI in the wrong manner and what they do is just lazy AI. I spent three months building in AI tool that helps me as a master editor built off of all of my writing, including the way that I write. I went up about a very scientific manner so the AI can help me rewrite my content as opposed to just generating slop if people knew how to use these AI tools better they wouldn't fall into the trap of laziness. It's a lot of work, but it's worth it.",complete,,657f5c2d51e703ef98eede73,69e27594ef31ed5bebc3c829,69dcefc0e47bf6dd86e39ac4,
2026-04-17 13:34:05,2026-04-17 13:38:59,IP Address,73.22.57.239,100,294,True,2026-04-17 13:39:00,R_6Uco5hrHVyUEZ6o,,,,,42.2645,-88.0034,anonymous,EN-GB,1,I agree to participate in this study!,69bf5b3b962bf66d383eaea4,"Somewhat unlikely,Extremely likely",1974,Female,United States of America,Working full time now,Yes,TV,More than 5 years,Editor,60,72,65,21,28,Strongly agree,Strongly agree,80,4,"I personally believe AI has no place in journalism. If any journalists are using AI in their work, I would call them lazy and unqualified. That said, there are times where AI based programs are useful, such as a program that can transcribe a press conference, for example. ",complete,,69bf5b3b962bf66d383eaea4,69e28b2483c232f1ff33424c,69dcefc0e47bf6dd86e39ac4,
2026-04-17 14:36:23,2026-04-17 14:40:18,IP Address,70.145.2.131,100,235,True,2026-04-17 14:40:19,R_71EEWp9qlNtU6jQ,,,,,36.1644,-82.8266,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,69e28923ac2927af4e1c4c00,"Somewhat unlikely,Extremely likely",2000,Male,United States of America,Working full time now,Yes,Freelance,Between 3 years and 5 years,Reporter,64,40,30,20,10,Strongly agree,Strongly agree,90,80,Journalism in todays age has gone from opinions based on facts to uninspired ai slop using chat gpt for the purpose of fear mongering and getting clicks online.,complete,,69e28923ac2927af4e1c4c00,69e299bebd8cc6baafad76af,69dcefc0e47bf6dd86e39ac4,
2026-04-17 15:27:52,2026-04-17 15:32:45,IP Address,204.83.187.124,100,292,True,2026-04-17 15:32:46,R_7gZzTYaQ7euDlTY,,,,,51.2179,-102.4607,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,66744f233a725490f4fa838f,"Somewhat unlikely,Extremely likely",1990,Female,Canada,Working full time now,Yes,TV,More than 5 years,Reporter,51,42,11,21,6,Strongly agree,Somewhat disagree,95,30,"I personally use AI to correct my punctuation mistakes, commas, typos, etc. I think the majority of professional journalists who also use AI, use it for the same reason. (In this context AI=LLM)",complete,,66744f233a725490f4fa838f,69e2a5d1ed4c88870938be38,69dcefc0e47bf6dd86e39ac4,
2026-04-10 21:27:11,2026-04-10 21:28:01,IP Address,76.79.209.91,15,49,False,2026-04-17 21:28:05,R_7LCsPhp099LdCCt,,,,,33.9058,-118.0897,anonymous,EN-GB,1,I agree to participate in this study!,610813ebfdb1b78559fb1ff9,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,610813ebfdb1b78559fb1ff9,69d9bf5f64d4f26c4f0ce3c2,69a1c569e7793dacfe90e35b,0
